epic,feature,story_id,story,scenario,code_unit,path,test,evidence,status,finding_ids,maturity,gap
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,17_corporate_accounts_fk.sql,backend/migrations/17_corporate_accounts_fk.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,180_backfill_quest_driver_bonuses.sql,backend/migrations/180_backfill_quest_driver_bonuses.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,181_subscription_plans_missing_columns.sql,backend/migrations/181_subscription_plans_missing_columns.sql,NONE,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,182_service_area_subscription_required.sql,backend/migrations/182_service_area_subscription_required.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,183_subscription_plans_backfill_duration.sql,backend/migrations/183_subscription_plans_backfill_duration.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,184_subscription_plans_backfill_subscriber_count.sql,backend/migrations/184_subscription_plans_backfill_subscriber_count.sql,NONE,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,185_service_area_vehicle_cascade.sql,backend/migrations/185_service_area_vehicle_cascade.sql,NONE,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,185_service_areas_subscription_tax_config.sql,backend/migrations/185_service_areas_subscription_tax_config.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,186_subscription_payments_tax_columns.sql,backend/migrations/186_subscription_payments_tax_columns.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,187_retention_purge_received_at_fix.sql,backend/migrations/187_retention_purge_received_at_fix.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,188_subscription_payments_stripe_invoice_url.sql,backend/migrations/188_subscription_payments_stripe_invoice_url.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,189_service_area_referral_window_days.sql,backend/migrations/189_service_area_referral_window_days.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,18_admin_staff.sql,backend/migrations/18_admin_staff.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,190_marketing_consents.sql,backend/migrations/190_marketing_consents.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,191_marketing_suppressions.sql,backend/migrations/191_marketing_suppressions.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,192_settings_business_identity.sql,backend/migrations/192_settings_business_identity.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Marketing/subscriptions,S-promo-05,"As a rider/driver, I subscribe to a paid plan (Spinr Pass)",happy,193_cloud_messages_marketing.sql,backend/migrations/193_cloud_messages_marketing.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,194_admin_dashboard_money_fn.sql,backend/migrations/194_admin_dashboard_money_fn.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,195_ride_live_activities.sql,backend/migrations/195_ride_live_activities.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,196_wallet_apply_credit.sql,backend/migrations/196_wallet_apply_credit.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,197_wallet_txn_reference_index.sql,backend/migrations/197_wallet_txn_reference_index.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,198_wallet_txn_types_referral_fare_split.sql,backend/migrations/198_wallet_txn_types_referral_fare_split.sql,NONE,INFERRED,mapped,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,199_wallet_txn_type_referral_bonus.sql,backend/migrations/199_wallet_txn_type_referral_bonus.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,19_wallet.sql,backend/migrations/19_wallet.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,200_data_export_objects.sql,backend/migrations/200_data_export_objects.sql,NONE,INFERRED,orphan,-,-,-
Integrations & Webhooks,Zoho Desk sync,S-integ-02,"As support, tickets sync to/from Zoho Desk",happy,200_zoho_desk_ticket_service_area.sql,backend/migrations/200_zoho_desk_ticket_service_area.sql,NONE,INFERRED,mapped,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,201_service_area_driver_referee_reward.sql,backend/migrations/201_service_area_driver_referee_reward.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,202_admin_media_storage_buckets.sql,backend/migrations/202_admin_media_storage_buckets.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,203_corporate_rpc_security_definer.sql,backend/migrations/203_corporate_rpc_security_definer.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,204_driver_leaderboard_rpc.sql,backend/migrations/204_driver_leaderboard_rpc.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,205_wallet_rpc_execute_lockdown.sql,backend/migrations/205_wallet_rpc_execute_lockdown.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,206_corporate_sections.sql,backend/migrations/206_corporate_sections.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,207_guest_bookings.sql,backend/migrations/207_guest_bookings.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,208_settings_add_ai_faq_cache.sql,backend/migrations/208_settings_add_ai_faq_cache.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,209_faqs_add_embeddings.sql,backend/migrations/209_faqs_add_embeddings.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,20_quests.sql,backend/migrations/20_quests.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,210_seed_driver_faqs.sql,backend/migrations/210_seed_driver_faqs.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,211_settings_add_ai_semantic_columns.sql,backend/migrations/211_settings_add_ai_semantic_columns.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,212_seed_saskatchewan_driver_faqs.sql,backend/migrations/212_seed_saskatchewan_driver_faqs.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,KYB verification,S-corp-02,"As a corporate admin, my company completes KYB verification",happy,213_corporate_kyb_reviewed_by_text.sql,backend/migrations/213_corporate_kyb_reviewed_by_text.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,214_corporate_actor_user_id_text.sql,backend/migrations/214_corporate_actor_user_id_text.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,215_profile_photos_public_bucket.sql,backend/migrations/215_profile_photos_public_bucket.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,216_deletion_hard_delete_no_anonymize.sql,backend/migrations/216_deletion_hard_delete_no_anonymize.sql,NONE,INFERRED,orphan,-,-,-
AI Assistant,Schema change (unmapped to a story),ORPHAN,-,happy,217_ai_tool_audit.sql,backend/migrations/217_ai_tool_audit.sql,NONE,INFERRED,orphan,-,-,-
AI Assistant,Schema change (unmapped to a story),ORPHAN,-,happy,218_ai_security_events.sql,backend/migrations/218_ai_security_events.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,219_drivers_destination_mode.sql,backend/migrations/219_drivers_destination_mode.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Rider loyalty,S-promo-03,"As a rider, I earn loyalty rewards",happy,21_loyalty.sql,backend/migrations/21_loyalty.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,220_corporate_email_otp_records.sql,backend/migrations/220_corporate_email_otp_records.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,221_drivers_bulk_import_fields.sql,backend/migrations/221_drivers_bulk_import_fields.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,222_drivers_general_regulatory_approval.sql,backend/migrations/222_drivers_general_regulatory_approval.sql,NONE,INFERRED,orphan,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,223_service_areas_regulatory_authority.sql,backend/migrations/223_service_areas_regulatory_authority.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,224_corporate_self_serve_signup.sql,backend/migrations/224_corporate_self_serve_signup.sql,NONE,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Earnings calculation,S-earn-01,"As a driver, I see accurate per-trip and period earnings (100% of fare)",happy,224_notification_preferences_earnings_summary.sql,backend/migrations/224_notification_preferences_earnings_summary.sql,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Offer matching,S-book-03,"As a driver, I receive ride offers matched to my location/vehicle/WAV status",happy,224_ride_offers_expires_at.sql,backend/migrations/224_ride_offers_expires_at.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,KYB verification,S-corp-02,"As a corporate admin, my company completes KYB verification",happy,225_corporate_kyb_v1_columns.sql,backend/migrations/225_corporate_kyb_v1_columns.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,225_rides_event_version.sql,backend/migrations/225_rides_event_version.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,226_price_searches.sql,backend/migrations/226_price_searches.sql,NONE,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Earnings calculation,S-earn-01,"As a driver, I see accurate per-trip and period earnings (100% of fare)",happy,227_earnings_overview_funnel_agg.sql,backend/migrations/227_earnings_overview_funnel_agg.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,228_retention_purge_price_searches.sql,backend/migrations/228_retention_purge_price_searches.sql,NONE,INFERRED,orphan,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,229_faqs_service_area.sql,backend/migrations/229_faqs_service_area.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,229_settings_lms_integration.sql,backend/migrations/229_settings_lms_integration.sql,NONE,INFERRED,orphan,-,-,-
Integrations & Webhooks,Stripe webhooks,S-integ-01,"As a system, Stripe webhook events are claimed idempotently and processed",happy,22_stripe_events.sql,backend/migrations/22_stripe_events.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,230_seed_rider_faqs.sql,backend/migrations/230_seed_rider_faqs.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,231_data_export_requests.sql,backend/migrations/231_data_export_requests.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,232_admin_staff_schema_cache_reload.sql,backend/migrations/232_admin_staff_schema_cache_reload.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,233_admin_staff_last_activity_at.sql,backend/migrations/233_admin_staff_last_activity_at.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,234_backfill_driver_placeholder_name.sql,backend/migrations/234_backfill_driver_placeholder_name.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Real-time location (WS),S-fulfil-02,"As a rider/driver, I see live location updates during the ride via WebSocket",happy,235_trip_location_route_integrity.sql,backend/migrations/235_trip_location_route_integrity.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,236_ride_route_snapshot_revision.sql,backend/migrations/236_ride_route_snapshot_revision.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Real-time location (WS),S-fulfil-02,"As a rider/driver, I see live location updates during the ride via WebSocket",happy,237_ride_location_gap_events.sql,backend/migrations/237_ride_location_gap_events.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,238_trip_route_integrity_retention.sql,backend/migrations/238_trip_route_integrity_retention.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Real-time location (WS),S-fulfil-02,"As a rider/driver, I see live location updates during the ride via WebSocket",happy,239_trip_location_route_indexes.sql,backend/migrations/239_trip_location_route_indexes.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,23_profile_image_url.sql,backend/migrations/23_profile_image_url.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,240_ride_route_snapshot_object_ledger.sql,backend/migrations/240_ride_route_snapshot_object_ledger.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Referral codes,S-promo-04,"As a rider/driver, I refer others and earn a reward",happy,241_users_referral_code_partial_index.sql,backend/migrations/241_users_referral_code_partial_index.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,242_ride_distance_recomputes.sql,backend/migrations/242_ride_distance_recomputes.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,243_ride_routes_snapshot_attempts.sql,backend/migrations/243_ride_routes_snapshot_attempts.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,244_vehicle_vin_plaintext_at_rest.sql,backend/migrations/244_vehicle_vin_plaintext_at_rest.sql,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Schema change (unmapped to a story),ORPHAN,-,happy,245_backfill_failed_route_reconstruction.sql,backend/migrations/245_backfill_failed_route_reconstruction.sql,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Schema change (unmapped to a story),ORPHAN,-,happy,246_ride_distance_integrity_events.sql,backend/migrations/246_ride_distance_integrity_events.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,247_rides_distance_reconciled_at.sql,backend/migrations/247_rides_distance_reconciled_at.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,Allowance cap & ledger,S-corp-03,"As a corporate admin, member allowances are capped and tracked atomically",happy,248_corporate_allowance_ride_debit.sql,backend/migrations/248_corporate_allowance_ride_debit.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,248_fare_road_basis_and_quote_lock.sql,backend/migrations/248_fare_road_basis_and_quote_lock.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,249_driver_period_distances.sql,backend/migrations/249_driver_period_distances.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Wallet settlement,S-pay-02,"As a rider, I can pay with wallet balance; insufficient balance is rejected cleanly",happy,249_wallet_apply_delta.sql,backend/migrations/249_wallet_apply_delta.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Core schema/infra,S-plat-01,"As the platform, core tables/infra exist to support all domains",happy,24_schema_migrations.sql,backend/migrations/24_schema_migrations.sql,NONE,INFERRED,mapped,-,-,-
Driver Earnings & Payouts,Per-driver payouts,S-earn-04,"As a driver, my earnings are paid out to my bank account",happy,250_payout_reservation_guard.sql,backend/migrations/250_payout_reservation_guard.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,250_period1_distance_accumulator.sql,backend/migrations/250_period1_distance_accumulator.sql,NONE,INFERRED,orphan,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,251_cancel_fee_payment_intent.sql,backend/migrations/251_cancel_fee_payment_intent.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,251_drivers_period1_accum_pending_index.sql,backend/migrations/251_drivers_period1_accum_pending_index.sql,NONE,INFERRED,orphan,-,-,-
Authentication & Authorization,Schema change (unmapped to a story),ORPHAN,-,happy,252_users_email_verified.sql,backend/migrations/252_users_email_verified.sql,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",Insurance period tracking,S-safety-02,"As a system, every driver moment maps to an insurance period, logged append-only",happy,253_insurance_period_transition_rpc.sql,backend/migrations/253_insurance_period_transition_rpc.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Refunds/disputes on fares,S-pay-08,"As a rider, a disputed/failed charge is retried or refunded",happy,254_stripe_orphan_refunds.sql,backend/migrations/254_stripe_orphan_refunds.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Refunds/disputes on fares,S-pay-08,"As a rider, a disputed/failed charge is retried or refunded",happy,255_stripe_orphan_refunds_unique_event.sql,backend/migrations/255_stripe_orphan_refunds_unique_event.sql,NONE,INFERRED,mapped,-,-,-
Legacy Import & Data Migration,Schema change (unmapped to a story),ORPHAN,-,happy,256_users_legacy_import_metadata.sql,backend/migrations/256_users_legacy_import_metadata.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,256_users_role_reject_admin_values.sql,backend/migrations/256_users_role_reject_admin_values.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Coupon/promo codes,S-promo-01,"As a rider, I can apply a promo code to a ride",happy,257_promo_per_user_atomic_claim.sql,backend/migrations/257_promo_per_user_atomic_claim.sql,NONE,INFERRED,mapped,-,-,-
Ride Completion & Payments,Schema change (unmapped to a story),ORPHAN,-,happy,257_stripe_id_unique_indexes.sql,backend/migrations/257_stripe_id_unique_indexes.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,Allowance cap & ledger,S-corp-03,"As a corporate admin, member allowances are capped and tracked atomically",happy,258_corporate_allowance_cap_in_rpc.sql,backend/migrations/258_corporate_allowance_cap_in_rpc.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,259_provinces_reference_table.sql,backend/migrations/259_provinces_reference_table.sql,NONE,INFERRED,orphan,-,-,-
Authentication & Authorization,JWT/session,S-auth-03,"As a user, I hold a short-lived access token + rotating refresh token",happy,25_refresh_tokens_and_token_version.sql,backend/migrations/25_refresh_tokens_and_token_version.sql,NONE,INFERRED,mapped,-,-,-
Legacy Import & Data Migration,Schema change (unmapped to a story),ORPHAN,-,happy,260_provinces_backfill_and_fk.sql,backend/migrations/260_provinces_backfill_and_fk.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,Allowance cap & ledger,S-corp-03,"As a corporate admin, member allowances are capped and tracked atomically",happy,261_corporate_allowance_actor_user_id_text.sql,backend/migrations/261_corporate_allowance_actor_user_id_text.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,262_data_transfer_export_jobs.sql,backend/migrations/262_data_transfer_export_jobs.sql,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",RLS policies,S-safety-04,"As a system, row-level security policies protect user data at the DB layer",happy,262_disputes_rls_lockdown.sql,backend/migrations/262_disputes_rls_lockdown.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,263_compliance_export_events.sql,backend/migrations/263_compliance_export_events.sql,NONE,INFERRED,orphan,-,-,-
Maps & Routing,Service-area geometry,S-maps-03,"As an admin, I define service-area boundaries",happy,263_service_areas_city_backfill.sql,backend/migrations/263_service_areas_city_backfill.sql,NONE,INFERRED,mapped,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,264_data_transfer_export_reason.sql,backend/migrations/264_data_transfer_export_reason.sql,NONE,INFERRED,orphan,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,265_drivers_regulatory_authority_backfill.sql,backend/migrations/265_drivers_regulatory_authority_backfill.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,266_meta_conversions_tracking.sql,backend/migrations/266_meta_conversions_tracking.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,267_settings_add_ai_mcp_cap.sql,backend/migrations/267_settings_add_ai_mcp_cap.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Data transfer / export,S-admin-05,"As an admin, I export data for PIPEDA access requests",happy,268_admin_export_approvals.sql,backend/migrations/268_admin_export_approvals.sql,NONE,INFERRED,mapped,-,-,-
Legacy Import & Data Migration,Schema change (unmapped to a story),ORPHAN,-,happy,268_rides_legacy_import_metadata.sql,backend/migrations/268_rides_legacy_import_metadata.sql,NONE,INFERRED,orphan,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,269_settings_admin_theme_v2.sql,backend/migrations/269_settings_admin_theme_v2.sql,NONE,INFERRED,orphan,-,-,-
"Safety, Trust & Fraud",RLS policies,S-safety-04,"As a system, row-level security policies protect user data at the DB layer",happy,26_rls_coverage_gap.sql,backend/migrations/26_rls_coverage_gap.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Data transfer / export,S-admin-05,"As an admin, I export data for PIPEDA access requests",happy,270_export_approvals_admin_id_no_fk.sql,backend/migrations/270_export_approvals_admin_id_no_fk.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,271_recount_driver_total_rides_fn.sql,backend/migrations/271_recount_driver_total_rides_fn.sql,NONE,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Period statements,S-earn-02,"As a driver, I receive periodic earnings statements",happy,272_driver_statements.sql,backend/migrations/272_driver_statements.sql,NONE,INFERRED,mapped,-,-,-
Notifications & Messaging,FCM push offers,S-notif-01,"As a driver, I receive a push notification for a ride offer",happy,272_push_retry_queue_account_priority.sql,backend/migrations/272_push_retry_queue_account_priority.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,273_driver_onboarding_reminder_counts_fn.sql,backend/migrations/273_driver_onboarding_reminder_counts_fn.sql,NONE,INFERRED,orphan,-,-,-
Driver Earnings & Payouts,Period statements,S-earn-02,"As a driver, I receive periodic earnings statements",happy,273_driver_statements_fk_cascade.sql,backend/migrations/273_driver_statements_fk_cascade.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Data transfer / export,S-admin-05,"As an admin, I export data for PIPEDA access requests",happy,274_data_transfer_export_jobs_admin_id_no_fk.sql,backend/migrations/274_data_transfer_export_jobs_admin_id_no_fk.sql,NONE,INFERRED,mapped,-,-,-
Ride Fulfillment,Schema change (unmapped to a story),ORPHAN,-,happy,275_drivers_regulator_removal_queue.sql,backend/migrations/275_drivers_regulator_removal_queue.sql,NONE,INFERRED,orphan,-,-,-
Ride Booking & Matching,Scheduled rides,S-book-06,"As a rider, I can schedule a ride for a future time",happy,276_rides_scheduled_time_index.sql,backend/migrations/276_rides_scheduled_time_index.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Allowance cap & ledger,S-corp-03,"As a corporate admin, member allowances are capped and tracked atomically",happy,277_corporate_allowance_grant_no_master_debit.sql,backend/migrations/277_corporate_allowance_grant_no_master_debit.sql,NONE,INFERRED,mapped,-,-,-
Admin Dashboard & Operations,Schema change (unmapped to a story),ORPHAN,-,happy,278_compliance_export_events_admin_id_no_fk.sql,backend/migrations/278_compliance_export_events_admin_id_no_fk.sql,NONE,INFERRED,orphan,-,-,-
Promotions & Loyalty,Driver quests/bonuses,S-promo-02,"As a driver, I complete quests for bonus incentives",happy,279_audit_logs_request_id.sql,backend/migrations/279_audit_logs_request_id.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,27_corporate_b2b_v1.sql,backend/migrations/27_corporate_b2b_v1.sql,NONE,INFERRED,orphan,-,-,-
Platform Foundation & Schema,Schema change (unmapped to a story),ORPHAN,-,happy,280_safety_incidents_merge.sql,backend/migrations/280_safety_incidents_merge.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,Invoicing/subscriptions,S-corp-06,"As a corporate admin, my company is billed via a subscription plan",happy,281_corporate_subscriptions.sql,backend/migrations/281_corporate_subscriptions.sql,NONE,INFERRED,mapped,-,-,-
Corporate / B2B Billing,Schema change (unmapped to a story),ORPHAN,-,happy,282_corporate_section_budgets.sql,backend/migrations/282_corporate_section_budgets.sql,NONE,INFERRED,orphan,-,-,-
Corporate / B2B Billing,KYB verification,S-corp-02,"As a corporate admin, my company completes KYB verification",happy,283_corporate_kyb_reverification.sql,backend/migrations/283_corporate_kyb_reverification.sql,NONE,INFERRED,mapped,-,-,-
Ride Booking & Matching,Address/pickup validation,S-book-08,"As a rider, I can save/select addresses and favorites for pickup/dropoff",happy,284_saved_addresses_place_id.sql,backend/migrations/284_saved_addresses_place_id.sql,NONE,INFERRED,mapped,-,-,-
