ID,Severity,Priority,Module / Surface,File Name,Repo Path (file:line),Category,Finding (title),Reason (detail),Impact,Risk,Recommendation,Fix / Remediation,Owner,Status,Target Sprint,Regression test needed?,Notes
SPINR-137,Minor,P2,Backend · Admin API,service_areas.py,backend/routes/admin/service_areas.py:765,Financial,Area fee CRUD has no audit logging and does not invalidate the fare cache,"Creating/updating/deleting area_fees rows changes what riders are charged but writes no audit_logs row and never calls invalidate_fare_cache, so stale cached fares are quoted for up to FARE_CACHE_TTL (300 s) and there is no record of who changed a fee.","Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Add `await invalidate_fare_cache()` and `await log_admin_action(...)` to all three handlers (add the `admin: dict = Depends(get_admin_user)` parameter to obtain the actor).,Add `await invalidate_fare_cache()` and `await log_admin_action(...)` to all three handlers (add the `admin: dict = Depends(get_admin_user)` parameter to obtain the actor).,,Open,,,
SPINR-138,Minor,P2,Backend · Admin API,service_areas.py,backend/routes/admin/service_areas.py:841,Compliance (PIPEDA),"Area tax update: unbounded rates, no audit log, no cache invalidation, and 500 on unknown area","PUT /areas/{id}/tax accepts any float (negative or >100% GST/PST/HST), writes it with no audit record or fare-cache flush, and crashes with AttributeError when area_id doesn't exist.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add Field(ge=0, le=100) bounds, 404 when the area row is missing, invalidate_fare_cache(), and log_admin_action with old/new rates.","Add Field(ge=0, le=100) bounds, 404 when the area row is missing, invalidate_fare_cache(), and log_admin_action with old/new rates.",,Open,,,
SPINR-139,Minor,P2,Backend · Admin API,settings.py,backend/routes/admin/settings.py:91,Security,Credential masking leaks the first 8 characters of every secret to all settings-module admins,"_mask_credentials returns `v[:8] + ""*****""`, so non-super-admin staff see the first 8 chars of Twilio auth tokens, API keys and the APNs .p8 PEM on every settings GET, materially reducing secret entropy outside the audited super_admin reveal flow.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Mask with a fixed placeholder plus last-4 only (e.g.,"Mask with a fixed placeholder plus last-4 only (e.g. '•••• 4f2a'), never a prefix of the secret.",,Open,,,
SPINR-140,Minor,P2,Backend · Admin API,settings.py,backend/routes/admin/settings.py:241,Security,lms_api_base_url localhost exemption is a bypassable prefix check,"The https-only validator accepts any URL starting with 'http://localhost' or 'http://127.0.0.1', including 'http://localhost.attacker.com', letting the LMS API key be exfiltrated over plaintext to an attacker-controlled host — the exact risk the field's super-admin gate exists to prevent.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Parse with urllib.parse and compare `parsed.hostname in (""localhost"", ""127.0.0.1"")` exactly.","Parse with urllib.parse and compare `parsed.hostname in (""localhost"", ""127.0.0.1"")` exactly.",,Open,,,
SPINR-141,Minor,P2,Backend · Admin API,staff.py,backend/routes/admin/staff.py:264,Security,update_staff accepts an arbitrary role string,"req.role is written verbatim to admin_staff with no validation against the known role set, so a typo like 'Operations' silently strips the account of preset modules and breaks get_admin_user's role check on next login.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Validate req.role against {'super_admin','operations','support','finance','custom'} and 422 otherwise.","Validate req.role against {'super_admin','operations','support','finance','custom'} and 422 otherwise.",,Open,,,
SPINR-142,Minor,P2,Backend · Admin API,subscriptions.py,backend/routes/admin/subscriptions.py:122,Correctness / Bug,Driver-subscription list filters status in Python after a 200-row fetch,"GET /admin/driver-subscriptions fetches only the first 200 rows and then filters by status client-side, so with more than 200 subscriptions the status filter silently misses matching rows.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Push the status into the DB filter (`{""status"": status}`) and add limit/offset pagination.","Push the status into the DB filter (`{""status"": status}`) and add limit/offset pagination.",,Open,,,
SPINR-143,Minor,P2,Backend · Admin API,support.py,backend/routes/admin/support.py:387,Process / Tooling,"Hard deletes of tickets, flags and complaints are unaudited","DELETE /tickets/{id}, /flags/{id} and /complaints/{id} permanently destroy moderation/safety evidence with no audit_logs row, so any support-module admin can erase a complaint or flag (including one feeding the '3 active flags = auto-ban' logic) untraceably.","Weakens a safety net in tooling, CI, or workflow, letting future defects slip through.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Prefer soft-delete (is_deleted flag) and add log_admin_action with the acting admin to all three delete handlers.,Prefer soft-delete (is_deleted flag) and add log_admin_action with the acting admin to all three delete handlers.,,Open,,,
SPINR-144,Minor,P2,Backend · Admin API,users.py,backend/routes/admin/users.py:50,Correctness / Bug,suspended_until accepted as an arbitrary unvalidated string,"UserStatusRequest.suspended_until is Optional[str] with no ISO-8601/future-date validation, so a malformed value either 500s the timestamptz write or stores garbage that the booking-time auto-lift comparison mishandles, leaving a rider suspended indefinitely despite the admin setting a temporary window.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Type it as Optional[datetime] (Pydantic parses/validates) and reject past timestamps.,Type it as Optional[datetime] (Pydantic parses/validates) and reject past timestamps.,,Open,,,
SPINR-145,Minor,P2,Backend · Admin API,users.py,backend/routes/admin/users.py:57,Performance,GET /admin/users limit/offset are uncapped,"limit is a bare int query param with no upper bound, so limit=10000000 streams the entire users table (full emails/phones) in one response; POST /users/search inherits the same via UserSearchRequest.limit.","Slows the system or breaches a latency target, hurting the rider/driver experience at scale.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Bound both with Query/Field(ge=1, le=500).","Bound both with Query/Field(ge=1, le=500).",,Open,,,
SPINR-146,Minor,P2,Backend · Admin API,users.py,backend/routes/admin/users.py:420,Reporting / Data,User export emits columns that are never selected — city/total_rides/rating/is_verified are always empty,"admin_export_users builds rows from _USER_LIST_COLUMNS, which deliberately excludes city/total_rides/rating/is_verified (the file's own comment says they aren't users-table columns), so every export row carries city=None, total_rides=0, rating=None, is_verified=None presented as real data.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Drop the four dead fields from the export or join the driver/derived data before exporting.,Drop the four dead fields from the export or join the driver/derived data before exporting.,,Open,,,
SPINR-147,Minor,P2,Backend · Admin API,users.py,backend/routes/admin/users.py:478,Reporting / Data,"DSAR list 'total' is the page length, not the true total","GET /admin/dsars returns total=len(requests) from a limit/offset page, so the dashboard's count of open PIPEDA requests is wrong whenever more than `limit` exist — exactly when SLA tracking matters most.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Return `await db_supabase.count_documents(""data_export_requests"", filters)` as total.","Return `await db_supabase.count_documents(""data_export_requests"", filters)` as total.",,Open,,,
SPINR-148,Minor,P2,Backend · Admin API,vehicle_fleet.py,backend/routes/admin/vehicle_fleet.py:136,Correctness / Bug,Fare-config update silently ignores minimum_fare and booking_fee; no bounds or audit on fare rates,"FareConfigUpdateRequest omits minimum_fare and booking_fee, so an admin editing those fields gets 'Fare configuration updated' with no change; all fare fields are also unbounded floats (negative rates accepted) and fare-config CRUD writes no audit rows.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add minimum_fare/booking_fee to the update model and handler, add ge=0 bounds on all money fields, and audit fare-config create/update/delete.","Add minimum_fare/booking_fee to the update model and handler, add ge=0 bounds on all money fields, and audit fare-config create/update/delete.",,Open,,,
SPINR-149,Minor,P2,Backend · Admin API,wallet.py,backend/routes/admin/wallet.py:55,Financial,"AdminDebitRequest.amount is float with gt=0, allowing sub-cent amounts that quantize to $0.00","A debit of e.g. 0.004 passes validation (gt=0) and produces a zero-value ledger transaction after _q() quantization, and the float type violates the Decimal-only money convention.","Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Mirror the credit model: `amount: Decimal = Field(..., gt=Decimal(""0.01""), le=Decimal(""10000""))`.","Mirror the credit model: `amount: Decimal = Field(..., gt=Decimal(""0.01""), le=Decimal(""10000""))`.",,Open,,,
SPINR-150,Minor,P2,Backend · Admin API,wallet.py,backend/routes/admin/wallet.py:123,Financial,Idempotency guard is check-then-insert — duplicate concurrent requests double-credit,Two simultaneous credit requests with the same idempotency_key both pass the existence check and both apply the credit.,"Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add a unique index on (reference_id, type) in wallet_transactions and treat the duplicate-key error as 'return existing transaction', or claim the key atomically before mutating the balance.","Add a unique index on (reference_id, type) in wallet_transactions and treat the duplicate-key error as 'return existing transaction', or claim the key atomically before mutating the balance.",,Open,,,
SPINR-151,Minor,P2,Backend · Auth & Identity,middleware.py,backend/core/middleware.py:193,Performance,Synchronous firebase_admin App Check verification inside async middleware blocks the event loop on every production /api request,"app_check.verify_token() is a blocking call executed directly in the async dispatch path for every enforced request; its JWKS refresh performs a synchronous network fetch with no offload to a thread, so whenever Google's JWKS endpoint is slow the entire event loop — all HTTP requests and every WebSocket (dispatch events, location updates) — stalls for the duration, directly threatening the <100 ms WS fan-out and <2 s dispatch SLAs.","Slows the system or breaches a latency target, hurting the rider/driver experience at scale.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Run verification off-loop: `await loop.run_in_executor(None, app_check.verify_token, token)`, and/or pre-warm + refresh the JWKS in a background task so the request path only does in-memory signature checks.","Run verification off-loop: `await loop.run_in_executor(None, app_check.verify_token, token)`, and/or pre-warm + refresh the JWKS in a background task so the request path only does in-memory signature checks.",,Open,,,
SPINR-152,Minor,P2,Backend · Auth & Identity,middleware.py,backend/core/middleware.py:392,Reporting / Data,CSRF rejection logs use printf-style placeholders with loguru — method/path/origin are silently dropped from the log line,"loguru formats with str.format ('{}'), not %-style, so `logger.warning(""CSRF token missing: %s %s"", request.method, path)` and the mismatch log at lines 404-409 emit the literal text '%s %s' with the arguments discarded — every CSRF 403 in production is untraceable to an endpoint or origin, which matters because a CSRF-config gap (e.g. a missing exemption) manifests exactly here.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Switch to loguru brace formatting: `logger.warning(""CSRF token missing: {} {}"", request.method, path)` and `logger.opt(exception=True).warning(""Failed to evict corrupt cache key {}"", key)`.","Switch to loguru brace formatting: `logger.warning(""CSRF token missing: {} {}"", request.method, path)` and `logger.opt(exception=True).warning(""Failed to evict corrupt cache key {}"", key)`.",,Open,,,
SPINR-153,Minor,P2,Backend · Auth & Identity,middleware.py,backend/core/middleware.py:578,Security,Production CORS always allows http://localhost:3000 and :3001 with credentials,"always_allowed unconditionally appends http://localhost:3000 and http://localhost:3001 to the allowed origins, including in production with allow_credentials=True, so any process listening on a user's own machine (malicious npm dev server, compromised local app rendering a page) can make credentialed cross-origin requests to the production API and read the responses of the victim's cookie-based admin/portal session.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Only append the localhost entries when settings.ENV != 'production' (dev origins already come from the ALLOWED_ORIGINS default in config.py, so the production list should contain only real deployed origins).","Only append the localhost entries when settings.ENV != 'production' (dev origins already come from the ALLOWED_ORIGINS default in config.py, so the production list should contain only real deployed origins).",,Open,,,
SPINR-154,Minor,P2,Backend · Auth & Identity,middleware.py,backend/core/middleware.py:650,Reporting / Data,Global exception handler logs unhandled 500s without a traceback and drops HTTPException headers,"cors_exception_handler logs `logger.error(f""Unhandled exception: {exc}"")` with no exc_info/traceback, so a production 500 leaves only the exception's str() (often empty, e.g. KeyError('x')) with no stack to debug from; and for exceptions carrying status_code/detail it rebuilds the JSONResponse without exc.headers, discarding Retry-After / WWW-Authenticate on any HTTPException that reaches this handler.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Use `logger.opt(exception=exc).error(...)` (loguru) so the traceback is captured (and reaches Sentry via the ERROR sink), and pass `headers=getattr(exc, ""headers"", None)` through to the rebuilt JSONResponse.","Use `logger.opt(exception=exc).error(...)` (loguru) so the traceback is captured (and reaches Sentry via the ERROR sink), and pass `headers=getattr(exc, ""headers"", None)` through to the rebuilt JSONResponse.",,Open,,,
SPINR-155,Minor,P2,Backend · Auth & Identity,_base.py,backend/repositories/_base.py:503,Correctness / Bug,"$regex terms inside $or clauses do not escape SQL LIKE wildcards, unlike the top-level $regex path","_build_or_clause_term builds `col.ilike.*<value>*` using _postgrest_pattern, which escapes PostgREST syntax characters (*, comma, parens) but not `%` or `_`, whereas the top-level $regex path uses _escape_like; a user-typed `%` or `_` in any $or-based search (admin user/driver search) acts as a wildcard, over-matching results and permitting cheap full-scan patterns (e.g. '%%%') that the C6 fix at line 578 was specifically added to block on the other path.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Apply _escape_like to the $regex value before _postgrest_pattern in _build_or_clause_term so both filter paths neutralize `%` and `_` identically.,Apply _escape_like to the $regex value before _postgrest_pattern in _build_or_clause_term so both filter paths neutralize `%` and `_` identically.,,Open,,,
SPINR-156,Minor,P2,Backend · Auth & Identity,server.py,backend/server.py:243,Security,"/metrics accepts the auth token as a URL query parameter, leaking it into access logs","When METRICS_AUTH_TOKEN is set, the endpoint accepts `?token=<secret>` as an alternative to the Authorization header; query strings are recorded by Cloudflare, Fly/Railway edge logs, and any intermediate proxy, so the long-lived scrape secret leaks into logging systems and the protection quietly erodes.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Accept the token only via the Authorization header (Prometheus, Grafana Agent and Railway scrapers all support bearer-token config);","Accept the token only via the Authorization header (Prometheus, Grafana Agent and Railway scrapers all support bearer-token config); if a query param must be kept for a legacy scraper, document the exposure and rotate the token regularly.",,Open,,,
SPINR-157,Minor,P2,Backend · Auth & Identity,server.py,backend/server.py:351,Security,Full auth router mounted at App-Check-exempt /api/portal and triple-mounted overall — OTP quotas tripled and App Check on auth is bypassable,"auth_router is mounted at /api/v1, /api, and /api/portal; the rate limiter keys on request.url.path, so per-IP OTP send/verify quotas are effectively tripled (3/min becomes 9/min across prefixes, SMS-cost and brute-force relevant), and because the whole /api/portal/ prefix is App-Check-exempt, every auth endpoint — including /auth/firebase, /auth/refresh, /auth/send-email-otp, /auth/reactivate — is reachable without device attestation, not just the OTP/refresh/logout endpoints the portal needs.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Mount a restricted sub-router at /api/portal containing only the endpoints the browser portal needs (send-otp/verify-otp/send-email-otp/verify-email-otp/refresh/logout), and key OTP rate limits on a normalized scope (strip the mount prefix)","Mount a restricted sub-router at /api/portal containing only the endpoints the browser portal needs (send-otp/verify-otp/send-email-otp/verify-email-otp/refresh/logout), and key OTP rate limits on a normalized scope (strip the mount prefix) or on the destination phone so multiple mounts share one bucket.",,Open,,,
SPINR-158,Minor,P2,Backend · Auth & Identity,rate_limiter.py,backend/utils/rate_limiter.py:100,Security,Rate-limit client IP trusts spoofable CF-Connecting-IP / X-Real-IP with no origin lockdown in place,"get_real_client_ip prefers the CF-Connecting-IP then X-Real-IP request headers; the deployment's origin hosts (Fly/Railway public hostnames) are directly reachable, so an attacker bypassing Cloudflare can send arbitrary values in those headers and rotate their rate-limit identity per request — defeating every IP-keyed limit including OTP send (3/min) and login (5/min), enabling SMS-cost pumping and credential brute force limited only by the per-phone caps.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Add an origin-authentication check: require a Cloudflare Authenticated Origin Pull cert or a shared-secret header injected by a Cloudflare Transform Rule, and fall back to the socket peer IP (ignoring CF-Connecting-IP) when that proof is ab","Add an origin-authentication check: require a Cloudflare Authenticated Origin Pull cert or a shared-secret header injected by a Cloudflare Transform Rule, and fall back to the socket peer IP (ignoring CF-Connecting-IP) when that proof is absent.",,Open,,,
SPINR-159,Minor,P2,Backend · Auth & Identity,rate_limiter.py,backend/utils/rate_limiter.py:113,Security,"AsyncLimiter default_limits (100/min, 1000/hr) are never applied — undecorated endpoints have no rate limit at all","The default_limits passed to AsyncLimiter are only consulted inside the .limit() decorator when override_defaults=False (never the case in this codebase), and no SlowAPIMiddleware or equivalent global hook exists, so any route without an explicit *_limit decorator is completely unlimited while the configuration implies a global 100/minute ceiling exists.","Someone could read or change data they should not, or bypass a control.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Either add a lightweight global middleware that runs the default limits for any request not already checked (mirror slowapi's middleware behaviour), or delete the default_limits argument and document that every route must carry an explicit ","Either add a lightweight global middleware that runs the default limits for any request not already checked (mirror slowapi's middleware behaviour), or delete the default_limits argument and document that every route must carry an explicit limiter decorator, enforced by a CI check that scans route definitions.",,Open,,,
SPINR-160,Minor,P2,Backend · Auth & Identity,redis_client.py,backend/utils/redis_client.py:159,Financial,redis_set_nx fails OPEN on Redis errors — every replica acquires the 'leader lock' during a Redis outage,"Unlike every other operation in this module (which log ERROR and re-raise), redis_set_nx catches Redis exceptions with a warning and falls through to the per-process dict, where each replica independently 'acquires' the lock — during a Redis outage the payment-retry, preauth-capture, reconciliation, retention-purge, referral-payout and reaper loops all run concurrently on every replica, and the per-ride scheduled-delay dedupe key (scheduled_rides.py:51) stops deduplicating, so riders receive duplicate delay notifications and finance receives duplicate reconciliation alerts.","Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Make redis_set_nx consistent with the module's fail-loud policy: when a Redis URL is configured and the call errors, either raise or return False (treat as 'lock not acquired'), and log at ERROR.","Make redis_set_nx consistent with the module's fail-loud policy: when a Redis URL is configured and the call errors, either raise or return False (treat as 'lock not acquired'), and log at ERROR. Returning False is the safe default for leader election — skipping one tick beats duplicating side-effects.",,Open,,,
SPINR-161,Minor,P2,Backend · Background loops,subscriptions.py,backend/routes/drivers/subscriptions.py:1584,Correctness / Bug,Subscription-expiry lock TTL (6h+5min) exceeds the 6h sleep — enforcement cadence silently halves,"The winning pod's lock (6h+300s) is still live when every pod wakes at the 6h mark, so all replicas — including the previous winner — are denied and sleep another 6h, making warning and offline-enforcement passes run roughly every 12h instead of 6h; a subscription-gated driver can keep taking rides up to ~12h past expiry, and the 24h expiry warning can arrive with half its intended lead time.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Use a TTL below the sleep interval (e.g.,Use a TTL below the sleep interval (e.g. 6h − 5min) or a per-window bucket key so exactly one replica wins each 6-hour window.,,Open,,,
SPINR-162,Minor,P2,Backend · Background loops,corporate_autotopup.py,backend/utils/corporate_autotopup.py:121,Financial,Auto-topup idempotency key freezes after a declined charge — no retry for the rest of the day,"The Stripe idempotency key is derived from (wallet, calendar date, today_sum, amount); a declined/failed PaymentIntent does not advance today_sum, so every subsequent 10-minute tick that day reuses the identical key and Stripe replays the cached decline — a transient decline (temporary card hold, issuer blip) disables auto-topup until midnight, letting the corporate wallet run dry and rides fall back or fail.","Money can be lost, mischarged, double-counted, or paid out incorrectly on real transactions.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Include an attempt discriminator that advances on observed failure (e.g.,"Include an attempt discriminator that advances on observed failure (e.g. count of today's failed topup intents, or an hourly bucket) in the seed, and use datetime.now(timezone.utc).date() instead of date.today().",,Open,,,
SPINR-163,Minor,P2,Backend · Background loops,corporate_low_balance.py,backend/utils/corporate_low_balance.py:54,User Experience,Low-balance email uses non-atomic read-check-notify-mark with no leader lock — duplicate billing emails across replicas,"run_low_balance_tick reads low_balance_notified_at from the fetched row, sends the email, then marks the wallet; with no Redis lock and no compare-and-swap, two replicas whose jittered hourly ticks land close together both pass the 12h throttle and send duplicate 'wallet balance low' emails to corporate billing contacts.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Make mark_low_balance_notified a conditional claim (UPDATE ...,"Make mark_low_balance_notified a conditional claim (UPDATE ... WHERE low_balance_notified_at IS NULL OR < cutoff, returning the row) executed BEFORE send_email, mirroring the document_expiry F6 pattern.",,Open,,,
SPINR-164,Minor,P2,Backend · Background loops,loop_monitor.py,backend/utils/loop_monitor.py:77,Reporting / Data,never_ticked loops are never flagged unhealthy — a loop that dies at startup is invisible forever,"get_loop_status marks a loop that has never ticked as healthy indefinitely; the inline comment says it should be flagged once 'registered more than 2× its threshold ago' but that logic is not implemented, so an import failure or first-tick crash of any background loop (e.g. payment_retry) produces no /health degradation and no Slack alert, ever.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Record a registration timestamp per loop and flip never_ticked to stale/unhealthy once now - registered_at > 2× threshold, as the comment already promises.","Record a registration timestamp per loop and flip never_ticked to stale/unhealthy once now - registered_at > 2× threshold, as the comment already promises.",,Open,,,
SPINR-165,Minor,P2,Backend · Background loops,payment_retry.py,backend/utils/payment_retry.py:593,Correctness / Bug,"Leader-lock TTL (1.5× interval) exceeds the tick interval, degrading payment-retry cadence to ~2× the design","The lock TTL of 450s outlives the 300s loop interval, so the winning pod is denied by its own unexpired lock on its next tick and (on a single replica, or when replica phases align) failed-payment retries effectively run every ~450-600s instead of every 5 minutes — and the comment claims the opposite ('a real lock expires before the next election').","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Use a TTL shorter than the interval (or delete the key at end of tick, or use a per-interval bucket key as surge_engine does) in both payment_retry and scheduled_rides.","Use a TTL shorter than the interval (or delete the key at end of tick, or use a per-interval bucket key as surge_engine does) in both payment_retry and scheduled_rides.",,Open,,,
SPINR-166,Minor,P2,Backend · Background loops,push_retry.py,backend/utils/push_retry.py:188,Reporting / Data,"Permanently failed dispatch/SOS pushes are hard-deleted from the retry queue, erasing the failure trail","After _MAX_ATTEMPTS failures (or a missing FCM token) the queue row — which may represent a ride offer or safety-priority push — is deleted outright, leaving only a log line: there is no durable record for support/ops to see that a driver never received a dispatch push or a rider never got a safety alert, and no metric is incremented for exhausted pushes.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.",Mark rows failed (e.g.,"Mark rows failed (e.g. `failed_at`/`failure_reason` columns) instead of deleting, increment a `spinr_push_retry_exhausted_total` metric, and let the retention purge clean old rows.",,Open,,,
SPINR-167,Minor,P2,Backend · Background loops,retention_purge.py,backend/utils/retention_purge.py:268,Compliance (PIPEDA),Retention purge ignores its documented 03:00 UTC schedule and can skip whole days under the 23h lock,"_seconds_until_next is dead code — the loop ticks immediately at boot and then every 24h±10% from deploy time, so the heavy SECURITY DEFINER purge RPC runs during peak traffic after any peak-hours deploy; additionally, with the 23h static lock and 21.6h-minimum jittered intervals, all replicas' ticks can land inside the lock window and an entire day's purge cycle is skipped, stretching the PIPEDA/retention cadence to ~48h.","Breaks a Canadian privacy (PIPEDA) data-handling rule — PII or GPS exposure, or wrong retention.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Sleep `_seconds_until_next(3)` before the first tick and re-align each iteration to 03:00 UTC (as stripe_reconcile.py does with _seconds_until), and drop the lock TTL below the minimum inter-tick gap.","Sleep `_seconds_until_next(3)` before the first tick and re-align each iteration to 03:00 UTC (as stripe_reconcile.py does with _seconds_until), and drop the lock TTL below the minimum inter-tick gap.",,Open,,,
SPINR-168,Minor,P2,Backend · Background loops,scheduled_rides.py,backend/utils/scheduled_rides.py:229,User Experience,"10-minute reminder uses read-then-write flag, not an atomic claim — duplicate pushes when Redis degrades","_send_reminder checks reminder_sent from the previously fetched row, sends the push, then sets the flag unconditionally; the only cross-replica guard is the Redis leader lock, and redis_set_nx silently falls back to a per-replica in-process dict on any Redis error, so during a Redis outage every replica passes the lock and riders receive N duplicate reminder pushes.","Riders or drivers hit confusion, dead ends, wrong information, or silent failures.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Claim atomically first: `update_one(""rides"", {""id"": ride_id, ""reminder_sent"": False}, ...)` and only send the push when the claim returns a row (the CLAUDE.md claim-flag recipe).","Claim atomically first: `update_one(""rides"", {""id"": ride_id, ""reminder_sent"": False}, ...)` and only send the push when the claim returns a row (the CLAUDE.md claim-flag recipe).",,Open,,,
SPINR-169,Minor,P2,Backend · Background loops,stuck_ride_sweeper.py,backend/utils/stuck_ride_sweeper.py:122,Reporting / Data,Cancelled-rides counter uses the count as a label value instead of incrementing by N,"The sweeper increments spinr_stuck_ride_sweeper_cancelled_total by 1 with a {'count': N} label, so the metric undercounts cancellations (a sweep of 7 rides adds 1, not 7) and creates unbounded label cardinality — dashboards and any match-rate alerting built on it are wrong.","Dashboards, metrics, receipts, or tax records show wrong numbers, undermining decisions and audits.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Increment by the ride count with no dynamic label (loop `_metric_inc` N times or use an `inc(..., value=N)` form if metrics.py supports it).","Increment by the ride count with no dynamic label (loop `_metric_inc` N times or use an `inc(..., value=N)` form if metrics.py supports it).",,Open,,,
SPINR-170,Minor,P2,Backend · Background loops,surge_engine.py,backend/utils/surge_engine.py:373,Correctness / Bug,"Surge leader lock silently degrades to all-replicas-leader on Redis errors, producing conflicting price writes","redis_set_nx swallows Redis exceptions and falls back to a per-replica in-process dict (and the loop additionally forces is_leader=True on a raised error), so during a Redis outage every replica recalculates and writes surge simultaneously: N duplicate surge_pricing history rows per area every 2 minutes plus interleaved service_areas.surge_multiplier writes that can flap the rider-visible price between replicas' differing counts.","The feature can behave incorrectly, crash, or corrupt data that other parts of the system rely on.","LOW-MEDIUM — smaller blast radius, but a genuine defect or gap that will cause friction or incorrect data if left.","Make redis_set_nx distinguish 'Redis configured but erroring' (raise or return a tri-state) from 'Redis unset', and have surge skip the write-path (keep last multiplier) rather than multi-write when leadership can't be established.","Make redis_set_nx distinguish 'Redis configured but erroring' (raise or return a tri-state) from 'Redis unset', and have surge skip the write-path (keep last multiplier) rather than multi-write when leadership can't be established.",,Open,,,
